,time,ecgpoint
2791,2024-04-22 15:52:02.535+02,-14499
2792,2024-04-22 15:52:02.539+02,-6537
2793,2024-04-22 15:52:02.543+02,6800
2794,2024-04-22 15:52:02.547+02,16691
2795,2024-04-22 15:52:02.551+02,15452
2796,2024-04-22 15:52:02.555+02,4378
2797,2024-04-22 15:52:02.559+02,-6170
2798,2024-04-22 15:52:02.563+02,-7617
2799,2024-04-22 15:52:02.567+02,1012
2800,2024-04-22 15:52:02.571+02,14902
2801,2024-04-22 15:52:02.575+02,24659
2802,2024-04-22 15:52:02.579+02,26568
2803,2024-04-22 15:52:02.583+02,23781
2804,2024-04-22 15:52:02.587+02,18569
2805,2024-04-22 15:52:02.591+02,14420
2806,2024-04-22 15:52:02.595+02,12976
2807,2024-04-22 15:52:02.599+02,10401
2808,2024-04-22 15:52:02.603+02,3575
2809,2024-04-22 15:52:02.607+02,-5079
2810,2024-04-22 15:52:02.611+02,-10841
2811,2024-04-22 15:52:02.615+02,-10037
2812,2024-04-22 15:52:02.619+02,-4881
2813,2024-04-22 15:52:02.623+02,2147
2814,2024-04-22 15:52:02.627+02,11547
2815,2024-04-22 15:52:02.631+02,22495
2816,2024-04-22 15:52:02.635+02,34907
2817,2024-04-22 15:52:02.639+02,45464
2818,2024-04-22 15:52:02.643+02,48423
2819,2024-04-22 15:52:02.647+02,41284
2820,2024-04-22 15:52:02.651+02,28525
2821,2024-04-22 15:52:02.655+02,17055
2822,2024-04-22 15:52:02.659+02,11196
2823,2024-04-22 15:52:02.663+02,12414
2824,2024-04-22 15:52:02.667+02,18620
2825,2024-04-22 15:52:02.671+02,26040
2826,2024-04-22 15:52:02.675+02,31899
2827,2024-04-22 15:52:02.679+02,35881
2828,2024-04-22 15:52:02.683+02,36582
2829,2024-04-22 15:52:02.687+02,32374
2830,2024-04-22 15:52:02.691+02,25357
2831,2024-04-22 15:52:02.695+02,19210
2832,2024-04-22 15:52:02.699+02,17469
2833,2024-04-22 15:52:02.703+02,22292
2834,2024-04-22 15:52:02.707+02,30554
2835,2024-04-22 15:52:02.711+02,36458
2836,2024-04-22 15:52:02.715+02,35442
2837,2024-04-22 15:52:02.719+02,32442
2838,2024-04-22 15:52:02.723+02,36242
2839,2024-04-22 15:52:02.727+02,42254
2840,2024-04-22 15:52:02.731+02,39326
2841,2024-04-22 15:52:02.735+02,23415
2842,2024-04-22 15:52:02.739+02,4367
2843,2024-04-22 15:52:02.743+02,-972
2844,2024-04-22 15:52:02.747+02,13402
2845,2024-04-22 15:52:02.751+02,36616
2846,2024-04-22 15:52:02.755+02,54258
2847,2024-04-22 15:52:02.759+02,58712
2848,2024-04-22 15:52:02.763+02,54234
2849,2024-04-22 15:52:02.767+02,49238
2850,2024-04-22 15:52:02.771+02,44727
2851,2024-04-22 15:52:02.775+02,42941
2852,2024-04-22 15:52:02.779+02,44852
2853,2024-04-22 15:52:02.783+02,44409
2854,2024-04-22 15:52:02.787+02,37341
2855,2024-04-22 15:52:02.791+02,25529
2856,2024-04-22 15:52:02.795+02,14604
2857,2024-04-22 15:52:02.799+02,8616
2858,2024-04-22 15:52:02.803+02,6266
2859,2024-04-22 15:52:02.807+02,5823
2860,2024-04-22 15:52:02.811+02,8640
2861,2024-04-22 15:52:02.815+02,15549
2862,2024-04-22 15:52:02.819+02,24336
2863,2024-04-22 15:52:02.823+02,31963
2864,2024-04-22 15:52:02.827+02,35412
2865,2024-04-22 15:52:02.831+02,32573
2866,2024-04-22 15:52:02.835+02,22362
2867,2024-04-22 15:52:02.839+02,3517
2868,2024-04-22 15:52:02.843+02,-19784
2869,2024-04-22 15:52:02.847+02,-38609
2870,2024-04-22 15:52:02.851+02,-47269
2871,2024-04-22 15:52:02.855+02,-47112
2872,2024-04-22 15:52:02.859+02,-44159
2873,2024-04-22 15:52:02.863+02,-43023
2874,2024-04-22 15:52:02.867+02,-43341
2875,2024-04-22 15:52:02.871+02,-43308
2876,2024-04-22 15:52:02.875+02,-42975
2877,2024-04-22 15:52:02.879+02,-42260
2878,2024-04-22 15:52:02.883+02,-41108
2879,2024-04-22 15:52:02.887+02,-39641
2880,2024-04-22 15:52:02.891+02,-37986
2881,2024-04-22 15:52:02.895+02,-36579
2882,2024-04-22 15:52:02.899+02,-35589
2883,2024-04-22 15:52:02.903+02,-34953
2884,2024-04-22 15:52:02.907+02,-34501
2885,2024-04-22 15:52:02.911+02,-34009
2886,2024-04-22 15:52:02.915+02,-33453
2887,2024-04-22 15:52:02.919+02,-32844
2888,2024-04-22 15:52:02.923+02,-32232
2889,2024-04-22 15:52:02.927+02,-31798
2890,2024-04-22 15:52:02.931+02,-32190
2891,2024-04-22 15:52:02.935+02,-33360
2892,2024-04-22 15:52:02.939+02,-32967
2893,2024-04-22 15:52:02.943+02,-30585
2894,2024-04-22 15:52:02.947+02,-26205
2895,2024-04-22 15:52:02.951+02,-20135
2896,2024-04-22 15:52:02.955+02,-15519
2897,2024-04-22 15:52:02.959+02,-13554
2898,2024-04-22 15:52:02.963+02,-16633
2899,2024-04-22 15:52:02.967+02,-23287
2900,2024-04-22 15:52:02.971+02,-28367
2901,2024-04-22 15:52:02.975+02,-29748
2902,2024-04-22 15:52:02.979+02,-23096
2903,2024-04-22 15:52:02.983+02,-9411
2904,2024-04-22 15:52:02.987+02,1070
2905,2024-04-22 15:52:02.991+02,2299
2906,2024-04-22 15:52:02.995+02,-4111
2907,2024-04-22 15:52:02.999+02,-11937
2908,2024-04-22 15:52:03.003+02,-11678
2909,2024-04-22 15:52:03.007+02,-1181
2910,2024-04-22 15:52:03.011+02,12265
2911,2024-04-22 15:52:03.015+02,17823
2912,2024-04-22 15:52:03.019+02,9916
2913,2024-04-22 15:52:03.023+02,-4842
2914,2024-04-22 15:52:03.027+02,-17280
2915,2024-04-22 15:52:03.031+02,-22779
2916,2024-04-22 15:52:03.035+02,-21680
2917,2024-04-22 15:52:03.039+02,-18566
2918,2024-04-22 15:52:03.043+02,-17968
2919,2024-04-22 15:52:03.047+02,-20770
2920,2024-04-22 15:52:03.051+02,-23608
2921,2024-04-22 15:52:03.055+02,-24445
2922,2024-04-22 15:52:03.059+02,-24837
2923,2024-04-22 15:52:03.063+02,-24933
2924,2024-04-22 15:52:03.067+02,-23717
2925,2024-04-22 15:52:03.071+02,-22142
2926,2024-04-22 15:52:03.075+02,-20387
2927,2024-04-22 15:52:03.079+02,-16930
2928,2024-04-22 15:52:03.083+02,-10811
2929,2024-04-22 15:52:03.087+02,-1051
2930,2024-04-22 15:52:03.091+02,12172
2931,2024-04-22 15:52:03.095+02,24502
2932,2024-04-22 15:52:03.099+02,31609
2933,2024-04-22 15:52:03.103+02,32016
2934,2024-04-22 15:52:03.107+02,27656
2935,2024-04-22 15:52:03.111+02,27796
2936,2024-04-22 15:52:03.115+02,33171
2937,2024-04-22 15:52:03.119+02,34871
2938,2024-04-22 15:52:03.123+02,30453
2939,2024-04-22 15:52:03.127+02,22009
2940,2024-04-22 15:52:03.131+02,15144
2941,2024-04-22 15:52:03.135+02,12985
2942,2024-04-22 15:52:03.139+02,8052
2943,2024-04-22 15:52:03.143+02,-6130
2944,2024-04-22 15:52:03.147+02,-20852
2945,2024-04-22 15:52:03.151+02,-24151
2946,2024-04-22 15:52:03.155+02,-13568
2947,2024-04-22 15:52:03.159+02,905
2948,2024-04-22 15:52:03.163+02,4783
2949,2024-04-22 15:52:03.167+02,-2103
2950,2024-04-22 15:52:03.171+02,-11129
2951,2024-04-22 15:52:03.175+02,-17621
2952,2024-04-22 15:52:03.179+02,-20522
2953,2024-04-22 15:52:03.183+02,-24129
2954,2024-04-22 15:52:03.187+02,-29523
2955,2024-04-22 15:52:03.191+02,-25644
2956,2024-04-22 15:52:03.195+02,-8896
2957,2024-04-22 15:52:03.199+02,10289
2958,2024-04-22 15:52:03.203+02,20334
2959,2024-04-22 15:52:03.207+02,13920
2960,2024-04-22 15:52:03.211+02,-3815
2961,2024-04-22 15:52:03.215+02,-19319
2962,2024-04-22 15:52:03.219+02,-25089
2963,2024-04-22 15:52:03.223+02,-22521
2964,2024-04-22 15:52:03.227+02,-19032
2965,2024-04-22 15:52:03.231+02,-18981
2966,2024-04-22 15:52:03.235+02,-18989
2967,2024-04-22 15:52:03.239+02,-18179
2968,2024-04-22 15:52:03.243+02,-17744
2969,2024-04-22 15:52:03.247+02,-17167
2970,2024-04-22 15:52:03.251+02,-16468
2971,2024-04-22 15:52:03.255+02,-15725
2972,2024-04-22 15:52:03.259+02,-15030
2973,2024-04-22 15:52:03.263+02,-14245
2974,2024-04-22 15:52:03.267+02,-13350
2975,2024-04-22 15:52:03.271+02,-12372
2976,2024-04-22 15:52:03.275+02,-11359
2977,2024-04-22 15:52:03.279+02,-10476
2978,2024-04-22 15:52:03.283+02,-9686
2979,2024-04-22 15:52:03.287+02,-9066
2980,2024-04-22 15:52:03.291+02,-8728
2981,2024-04-22 15:52:03.295+02,-8721
2982,2024-04-22 15:52:03.299+02,-8954
2983,2024-04-22 15:52:03.303+02,-9140
2984,2024-04-22 15:52:03.307+02,-9000
2985,2024-04-22 15:52:03.311+02,-8572
2986,2024-04-22 15:52:03.315+02,-8035
2987,2024-04-22 15:52:03.319+02,-7559
2988,2024-04-22 15:52:03.323+02,-7172
2989,2024-04-22 15:52:03.327+02,-6796
2990,2024-04-22 15:52:03.331+02,-6395
2991,2024-04-22 15:52:03.335+02,-6013
2992,2024-04-22 15:52:03.339+02,-5638
2993,2024-04-22 15:52:03.343+02,-5283
2994,2024-04-22 15:52:03.347+02,-4937
2995,2024-04-22 15:52:03.351+02,-4589
2996,2024-04-22 15:52:03.355+02,-4238
2997,2024-04-22 15:52:03.359+02,-3914
2998,2024-04-22 15:52:03.363+02,-3613
2999,2024-04-22 15:52:03.367+02,-3326
3000,2024-04-22 15:52:03.371+02,-3040
3001,2024-04-22 15:52:03.375+02,-2746
3002,2024-04-22 15:52:03.379+02,-2466
3003,2024-04-22 15:52:03.383+02,-2219
3004,2024-04-22 15:52:03.387+02,-1999
3005,2024-04-22 15:52:03.391+02,-1780
3006,2024-04-22 15:52:03.395+02,-1548
3007,2024-04-22 15:52:03.399+02,-1310
3008,2024-04-22 15:52:03.403+02,-1083
3009,2024-04-22 15:52:03.407+02,-852
3010,2024-04-22 15:52:03.411+02,-626
3011,2024-04-22 15:52:03.415+02,-428
3012,2024-04-22 15:52:03.419+02,-266
3013,2024-04-22 15:52:03.423+02,-116
3014,2024-04-22 15:52:03.427+02,42
3015,2024-04-22 15:52:03.431+02,215
3016,2024-04-22 15:52:03.435+02,381
3017,2024-04-22 15:52:03.439+02,538
3018,2024-04-22 15:52:03.443+02,710
3019,2024-04-22 15:52:03.447+02,927
3020,2024-04-22 15:52:03.451+02,1168
3021,2024-04-22 15:52:03.455+02,1383
3022,2024-04-22 15:52:03.459+02,1578
3023,2024-04-22 15:52:03.463+02,1774
3024,2024-04-22 15:52:03.467+02,1971
3025,2024-04-22 15:52:03.471+02,2144
3026,2024-04-22 15:52:03.475+02,2248
3027,2024-04-22 15:52:03.479+02,2249
3028,2024-04-22 15:52:03.483+02,2159
3029,2024-04-22 15:52:03.487+02,1994
3030,2024-04-22 15:52:03.491+02,1804
3031,2024-04-22 15:52:03.495+02,1717
3032,2024-04-22 15:52:03.499+02,1839
3033,2024-04-22 15:52:03.503+02,2108
3034,2024-04-22 15:52:03.507+02,2338
3035,2024-04-22 15:52:03.511+02,2421
3036,2024-04-22 15:52:03.515+02,2477
3037,2024-04-22 15:52:03.519+02,2879
3038,2024-04-22 15:52:03.523+02,3696
3039,2024-04-22 15:52:03.527+02,4572
3040,2024-04-22 15:52:03.531+02,4940
3041,2024-04-22 15:52:03.535+02,4591
3042,2024-04-22 15:52:03.539+02,4073
3043,2024-04-22 15:52:03.543+02,3256
3044,2024-04-22 15:52:03.547+02,2333
3045,2024-04-22 15:52:03.551+02,2152
3046,2024-04-22 15:52:03.555+02,4098
3047,2024-04-22 15:52:03.559+02,8303
3048,2024-04-22 15:52:03.563+02,13991
3049,2024-04-22 15:52:03.567+02,20956
3050,2024-04-22 15:52:03.571+02,26957
3051,2024-04-22 15:52:03.575+02,29512
3052,2024-04-22 15:52:03.579+02,26487
3053,2024-04-22 15:52:03.583+02,17435
3054,2024-04-22 15:52:03.587+02,7888
3055,2024-04-22 15:52:03.591+02,4818
3056,2024-04-22 15:52:03.595+02,7415
3057,2024-04-22 15:52:03.599+02,11313
3058,2024-04-22 15:52:03.603+02,13067
3059,2024-04-22 15:52:03.607+02,13303
3060,2024-04-22 15:52:03.611+02,19459
3061,2024-04-22 15:52:03.615+02,31651
3062,2024-04-22 15:52:03.619+02,41215
3063,2024-04-22 15:52:03.623+02,40943
3064,2024-04-22 15:52:03.627+02,29684
3065,2024-04-22 15:52:03.631+02,16197
3066,2024-04-22 15:52:03.635+02,9504
3067,2024-04-22 15:52:03.639+02,8061
3068,2024-04-22 15:52:03.643+02,7647
3069,2024-04-22 15:52:03.647+02,6534
3070,2024-04-22 15:52:03.651+02,1742
3071,2024-04-22 15:52:03.655+02,-1514
3072,2024-04-22 15:52:03.659+02,4028
3073,2024-04-22 15:52:03.663+02,16360
3074,2024-04-22 15:52:03.667+02,29858
3075,2024-04-22 15:52:03.671+02,36302
3076,2024-04-22 15:52:03.675+02,36364
3077,2024-04-22 15:52:03.679+02,38767
3078,2024-04-22 15:52:03.683+02,43445
3079,2024-04-22 15:52:03.687+02,42076
3080,2024-04-22 15:52:03.691+02,28232
3081,2024-04-22 15:52:03.695+02,7307
3082,2024-04-22 15:52:03.699+02,-712
3083,2024-04-22 15:52:03.703+02,12514
3084,2024-04-22 15:52:03.707+02,33329
3085,2024-04-22 15:52:03.711+02,44761
3086,2024-04-22 15:52:03.715+02,36713
3087,2024-04-22 15:52:03.719+02,18342
3088,2024-04-22 15:52:03.723+02,4374
3089,2024-04-22 15:52:03.727+02,206
3090,2024-04-22 15:52:03.731+02,5418
3091,2024-04-22 15:52:03.735+02,15629
3092,2024-04-22 15:52:03.739+02,27598
3093,2024-04-22 15:52:03.743+02,36445
3094,2024-04-22 15:52:03.747+02,36236
3095,2024-04-22 15:52:03.751+02,24179
3096,2024-04-22 15:52:03.755+02,1527
3097,2024-04-22 15:52:03.759+02,-18120
3098,2024-04-22 15:52:03.763+02,-18698
3099,2024-04-22 15:52:03.767+02,404
3100,2024-04-22 15:52:03.771+02,21953
3101,2024-04-22 15:52:03.775+02,23045
3102,2024-04-22 15:52:03.779+02,4134
3103,2024-04-22 15:52:03.783+02,-13303
3104,2024-04-22 15:52:03.787+02,-11856
3105,2024-04-22 15:52:03.791+02,14415
3106,2024-04-22 15:52:03.795+02,49826
3107,2024-04-22 15:52:03.799+02,64438
3108,2024-04-22 15:52:03.803+02,52338
3109,2024-04-22 15:52:03.807+02,27876
3110,2024-04-22 15:52:03.811+02,7181
3111,2024-04-22 15:52:03.815+02,4317
3112,2024-04-22 15:52:03.819+02,15096
3113,2024-04-22 15:52:03.823+02,29453
3114,2024-04-22 15:52:03.827+02,41371
3115,2024-04-22 15:52:03.831+02,50683
3116,2024-04-22 15:52:03.835+02,63101
3117,2024-04-22 15:52:03.839+02,77852
3118,2024-04-22 15:52:03.843+02,87163
3119,2024-04-22 15:52:03.847+02,89326
3120,2024-04-22 15:52:03.851+02,87643
3121,2024-04-22 15:52:03.855+02,79672
3122,2024-04-22 15:52:03.859+02,66401
3123,2024-04-22 15:52:03.863+02,51207
3124,2024-04-22 15:52:03.867+02,37773
3125,2024-04-22 15:52:03.871+02,30088
3126,2024-04-22 15:52:03.875+02,27992
3127,2024-04-22 15:52:03.879+02,28662
3128,2024-04-22 15:52:03.883+02,27330
3129,2024-04-22 15:52:03.887+02,22062
3130,2024-04-22 15:52:03.891+02,13458
3131,2024-04-22 15:52:03.895+02,4850
3132,2024-04-22 15:52:03.899+02,-756
3133,2024-04-22 15:52:03.903+02,-5355
3134,2024-04-22 15:52:03.907+02,-12792
3135,2024-04-22 15:52:03.911+02,-24215
3136,2024-04-22 15:52:03.915+02,-36116
3137,2024-04-22 15:52:03.919+02,-43768
3138,2024-04-22 15:52:03.923+02,-44446
3139,2024-04-22 15:52:03.927+02,-42595
3140,2024-04-22 15:52:03.931+02,-41554
3141,2024-04-22 15:52:03.935+02,-39681
3142,2024-04-22 15:52:03.939+02,-36358
3143,2024-04-22 15:52:03.943+02,-32105
3144,2024-04-22 15:52:03.947+02,-30798
3145,2024-04-22 15:52:03.951+02,-32499
3146,2024-04-22 15:52:03.955+02,-30792
3147,2024-04-22 15:52:03.959+02,-22341
3148,2024-04-22 15:52:03.963+02,-11152
3149,2024-04-22 15:52:03.967+02,-4468
3150,2024-04-22 15:52:03.971+02,-7777
3151,2024-04-22 15:52:03.975+02,-17969
3152,2024-04-22 15:52:03.979+02,-26340
3153,2024-04-22 15:52:03.983+02,-29868
3154,2024-04-22 15:52:03.987+02,-28483
3155,2024-04-22 15:52:03.991+02,-24399
3156,2024-04-22 15:52:03.995+02,-20765
3157,2024-04-22 15:52:03.999+02,-18112
3158,2024-04-22 15:52:04.003+02,-17694
3159,2024-04-22 15:52:04.007+02,-19170
3160,2024-04-22 15:52:04.011+02,-21107
3161,2024-04-22 15:52:04.015+02,-22366
3162,2024-04-22 15:52:04.019+02,-22655
3163,2024-04-22 15:52:04.023+02,-23067
3164,2024-04-22 15:52:04.027+02,-24765
3165,2024-04-22 15:52:04.031+02,-27898
3166,2024-04-22 15:52:04.035+02,-31089
3167,2024-04-22 15:52:04.039+02,-33392
3168,2024-04-22 15:52:04.043+02,-33883
3169,2024-04-22 15:52:04.047+02,-32277
3170,2024-04-22 15:52:04.051+02,-29843
3171,2024-04-22 15:52:04.055+02,-27443
3172,2024-04-22 15:52:04.059+02,-25308
3173,2024-04-22 15:52:04.063+02,-23935
3174,2024-04-22 15:52:04.067+02,-23655
3175,2024-04-22 15:52:04.071+02,-24444
3176,2024-04-22 15:52:04.075+02,-26062
3177,2024-04-22 15:52:04.079+02,-27519
3178,2024-04-22 15:52:04.083+02,-28369
3179,2024-04-22 15:52:04.087+02,-28258
3180,2024-04-22 15:52:04.091+02,-27307
3181,2024-04-22 15:52:04.095+02,-26708
3182,2024-04-22 15:52:04.099+02,-26293
3183,2024-04-22 15:52:04.103+02,-25732
3184,2024-04-22 15:52:04.107+02,-25197
3185,2024-04-22 15:52:04.111+02,-24681
3186,2024-04-22 15:52:04.115+02,-24261
3187,2024-04-22 15:52:04.119+02,-24030
3188,2024-04-22 15:52:04.123+02,-24139
3189,2024-04-22 15:52:04.127+02,-24075
3190,2024-04-22 15:52:04.131+02,-22861
3191,2024-04-22 15:52:04.135+02,-19870
3192,2024-04-22 15:52:04.139+02,-15487
3193,2024-04-22 15:52:04.143+02,-11094
3194,2024-04-22 15:52:04.147+02,-8178
3195,2024-04-22 15:52:04.151+02,-7228
3196,2024-04-22 15:52:04.155+02,-7585
3197,2024-04-22 15:52:04.159+02,-8110
3198,2024-04-22 15:52:04.163+02,-8079
3199,2024-04-22 15:52:04.167+02,-7607
3200,2024-04-22 15:52:04.171+02,-7119
3201,2024-04-22 15:52:04.175+02,-6970
3202,2024-04-22 15:52:04.179+02,-7242
3203,2024-04-22 15:52:04.183+02,-7673
3204,2024-04-22 15:52:04.187+02,-7905
3205,2024-04-22 15:52:04.191+02,-7918
3206,2024-04-22 15:52:04.195+02,-8014
3207,2024-04-22 15:52:04.199+02,-8443
3208,2024-04-22 15:52:04.203+02,-9253
3209,2024-04-22 15:52:04.207+02,-10272
3210,2024-04-22 15:52:04.211+02,-11356
3211,2024-04-22 15:52:04.215+02,-12472
3212,2024-04-22 15:52:04.219+02,-13669
3213,2024-04-22 15:52:04.223+02,-14873
3214,2024-04-22 15:52:04.227+02,-15912
3215,2024-04-22 15:52:04.231+02,-16502
3216,2024-04-22 15:52:04.235+02,-16085
3217,2024-04-22 15:52:04.239+02,-14184
3218,2024-04-22 15:52:04.243+02,-11309
3219,2024-04-22 15:52:04.247+02,-9146
3220,2024-04-22 15:52:04.251+02,-8823
3221,2024-04-22 15:52:04.255+02,-9868
3222,2024-04-22 15:52:04.259+02,-10777
3223,2024-04-22 15:52:04.263+02,-9802
3224,2024-04-22 15:52:04.267+02,-6757
3225,2024-04-22 15:52:04.271+02,-3471
3226,2024-04-22 15:52:04.275+02,-2015
3227,2024-04-22 15:52:04.279+02,-3200
3228,2024-04-22 15:52:04.283+02,-6168
3229,2024-04-22 15:52:04.287+02,-9069
3230,2024-04-22 15:52:04.291+02,-10702
3231,2024-04-22 15:52:04.295+02,-10902
3232,2024-04-22 15:52:04.299+02,-10356
3233,2024-04-22 15:52:04.303+02,-10234
3234,2024-04-22 15:52:04.307+02,-10541
3235,2024-04-22 15:52:04.311+02,-10555
3236,2024-04-22 15:52:04.315+02,-10302
3237,2024-04-22 15:52:04.319+02,-10316
3238,2024-04-22 15:52:04.323+02,-10534
3239,2024-04-22 15:52:04.327+02,-10500
3240,2024-04-22 15:52:04.331+02,-9470
3241,2024-04-22 15:52:04.335+02,-7425
3242,2024-04-22 15:52:04.339+02,-6005
3243,2024-04-22 15:52:04.343+02,-6163
3244,2024-04-22 15:52:04.347+02,-7665
3245,2024-04-22 15:52:04.351+02,-9395
3246,2024-04-22 15:52:04.355+02,-9866
3247,2024-04-22 15:52:04.359+02,-9062
3248,2024-04-22 15:52:04.363+02,-8206
3249,2024-04-22 15:52:04.367+02,-8129
3250,2024-04-22 15:52:04.371+02,-9005
3251,2024-04-22 15:52:04.375+02,-10270
3252,2024-04-22 15:52:04.379+02,-10913
3253,2024-04-22 15:52:04.383+02,-10835
3254,2024-04-22 15:52:04.387+02,-10639
3255,2024-04-22 15:52:04.391+02,-10891
3256,2024-04-22 15:52:04.395+02,-10813
3257,2024-04-22 15:52:04.399+02,-8855
3258,2024-04-22 15:52:04.403+02,-5852
3259,2024-04-22 15:52:04.407+02,-3769
3260,2024-04-22 15:52:04.411+02,-3835
3261,2024-04-22 15:52:04.415+02,-5096
3262,2024-04-22 15:52:04.419+02,-4703
3263,2024-04-22 15:52:04.423+02,-4307
3264,2024-04-22 15:52:04.427+02,-6308
3265,2024-04-22 15:52:04.431+02,-8998
3266,2024-04-22 15:52:04.435+02,-7023
3267,2024-04-22 15:52:04.439+02,8713
3268,2024-04-22 15:52:04.443+02,36354
3269,2024-04-22 15:52:04.447+02,59207
3270,2024-04-22 15:52:04.451+02,61861
3271,2024-04-22 15:52:04.455+02,41912
3272,2024-04-22 15:52:04.459+02,12456
3273,2024-04-22 15:52:04.463+02,-8095
3274,2024-04-22 15:52:04.467+02,-13351
3275,2024-04-22 15:52:04.471+02,-9073
3276,2024-04-22 15:52:04.475+02,-3593
3277,2024-04-22 15:52:04.479+02,-2481
3278,2024-04-22 15:52:04.483+02,-3495
3279,2024-04-22 15:52:04.487+02,-4304
3280,2024-04-22 15:52:04.491+02,-4872
3281,2024-04-22 15:52:04.495+02,-3265
3282,2024-04-22 15:52:04.499+02,1425
3283,2024-04-22 15:52:04.503+02,7679
3284,2024-04-22 15:52:04.507+02,12329
3285,2024-04-22 15:52:04.511+02,13440
3286,2024-04-22 15:52:04.515+02,13251
3287,2024-04-22 15:52:04.519+02,16722
3288,2024-04-22 15:52:04.523+02,27194
3289,2024-04-22 15:52:04.527+02,43998
3290,2024-04-22 15:52:04.531+02,62976
3291,2024-04-22 15:52:04.535+02,79732
3292,2024-04-22 15:52:04.539+02,91859
3293,2024-04-22 15:52:04.543+02,98385
3294,2024-04-22 15:52:04.547+02,100606
3295,2024-04-22 15:52:04.551+02,100021
3296,2024-04-22 15:52:04.555+02,97421
3297,2024-04-22 15:52:04.559+02,94334
3298,2024-04-22 15:52:04.563+02,90872
3299,2024-04-22 15:52:04.567+02,87154
3300,2024-04-22 15:52:04.571+02,80950
3301,2024-04-22 15:52:04.575+02,73554
3302,2024-04-22 15:52:04.579+02,67446
3303,2024-04-22 15:52:04.583+02,56834
3304,2024-04-22 15:52:04.587+02,36995
3305,2024-04-22 15:52:04.591+02,11236
3306,2024-04-22 15:52:04.595+02,-10365
3307,2024-04-22 15:52:04.599+02,-18968
3308,2024-04-22 15:52:04.603+02,-15143
3309,2024-04-22 15:52:04.607+02,-6364
3310,2024-04-22 15:52:04.611+02,2166
3311,2024-04-22 15:52:04.615+02,7261
3312,2024-04-22 15:52:04.619+02,12223
3313,2024-04-22 15:52:04.623+02,19353
3314,2024-04-22 15:52:04.627+02,20677
3315,2024-04-22 15:52:04.631+02,11300
3316,2024-04-22 15:52:04.635+02,-4277
3317,2024-04-22 15:52:04.639+02,-19731
3318,2024-04-22 15:52:04.643+02,-32227
3319,2024-04-22 15:52:04.647+02,-36342
3320,2024-04-22 15:52:04.651+02,-31773
3321,2024-04-22 15:52:04.655+02,-24448
3322,2024-04-22 15:52:04.659+02,-19043
3323,2024-04-22 15:52:04.663+02,-17450
3324,2024-04-22 15:52:04.667+02,-18048
3325,2024-04-22 15:52:04.671+02,-21505
3326,2024-04-22 15:52:04.675+02,-26693
3327,2024-04-22 15:52:04.679+02,-28644
3328,2024-04-22 15:52:04.683+02,-27911
3329,2024-04-22 15:52:04.687+02,-27255
3330,2024-04-22 15:52:04.691+02,-24166
3331,2024-04-22 15:52:04.695+02,-20209
3332,2024-04-22 15:52:04.699+02,-18885
3333,2024-04-22 15:52:04.703+02,-20813
3334,2024-04-22 15:52:04.707+02,-26452
3335,2024-04-22 15:52:04.711+02,-32595
3336,2024-04-22 15:52:04.715+02,-36796
3337,2024-04-22 15:52:04.719+02,-37208
3338,2024-04-22 15:52:04.723+02,-34506
3339,2024-04-22 15:52:04.727+02,-33270
3340,2024-04-22 15:52:04.731+02,-33325
3341,2024-04-22 15:52:04.735+02,-33079
3342,2024-04-22 15:52:04.739+02,-32789
3343,2024-04-22 15:52:04.743+02,-32401
3344,2024-04-22 15:52:04.747+02,-31861
3345,2024-04-22 15:52:04.751+02,-31125
3346,2024-04-22 15:52:04.755+02,-30328
3347,2024-04-22 15:52:04.759+02,-29567
3348,2024-04-22 15:52:04.763+02,-28886
3349,2024-04-22 15:52:04.767+02,-28288
3350,2024-04-22 15:52:04.771+02,-27701
3351,2024-04-22 15:52:04.775+02,-27133
3352,2024-04-22 15:52:04.779+02,-26572
3353,2024-04-22 15:52:04.783+02,-26042
3354,2024-04-22 15:52:04.787+02,-25541
3355,2024-04-22 15:52:04.791+02,-25053
3356,2024-04-22 15:52:04.795+02,-24575
3357,2024-04-22 15:52:04.799+02,-24089
3358,2024-04-22 15:52:04.803+02,-23591
3359,2024-04-22 15:52:04.807+02,-23092
3360,2024-04-22 15:52:04.811+02,-22599
3361,2024-04-22 15:52:04.815+02,-22116
3362,2024-04-22 15:52:04.819+02,-21629
3363,2024-04-22 15:52:04.823+02,-21136
3364,2024-04-22 15:52:04.827+02,-20643
3365,2024-04-22 15:52:04.831+02,-20167
3366,2024-04-22 15:52:04.835+02,-19713
3367,2024-04-22 15:52:04.839+02,-19268
3368,2024-04-22 15:52:04.843+02,-18840
3369,2024-04-22 15:52:04.847+02,-18404
3370,2024-04-22 15:52:04.851+02,-17964
3371,2024-04-22 15:52:04.855+02,-17491
3372,2024-04-22 15:52:04.859+02,-16994
3373,2024-04-22 15:52:04.863+02,-16482
3374,2024-04-22 15:52:04.867+02,-15971
3375,2024-04-22 15:52:04.871+02,-15580
3376,2024-04-22 15:52:04.875+02,-14838
3377,2024-04-22 15:52:04.879+02,-14487
3378,2024-04-22 15:52:04.883+02,-15061
3379,2024-04-22 15:52:04.887+02,-14884
3380,2024-04-22 15:52:04.891+02,-12581
3381,2024-04-22 15:52:04.895+02,-8465
3382,2024-04-22 15:52:04.899+02,-5042
3383,2024-04-22 15:52:04.903+02,-4872
