,time,ecgpoint
7992,2024-04-22 15:52:23.339+02,-296
7993,2024-04-22 15:52:23.343+02,-312
7994,2024-04-22 15:52:23.347+02,-317
7995,2024-04-22 15:52:23.351+02,-300
7996,2024-04-22 15:52:23.355+02,-262
7997,2024-04-22 15:52:23.359+02,-232
7998,2024-04-22 15:52:23.363+02,-239
7999,2024-04-22 15:52:23.367+02,-276
8000,2024-04-22 15:52:23.371+02,-317
8001,2024-04-22 15:52:23.375+02,-336
8002,2024-04-22 15:52:23.379+02,-320
8003,2024-04-22 15:52:23.383+02,-300
8004,2024-04-22 15:52:23.387+02,-281
8005,2024-04-22 15:52:23.391+02,-278
8006,2024-04-22 15:52:23.395+02,-285
8007,2024-04-22 15:52:23.399+02,-289
8008,2024-04-22 15:52:23.403+02,-282
8009,2024-04-22 15:52:23.407+02,-270
8010,2024-04-22 15:52:23.411+02,-269
8011,2024-04-22 15:52:23.415+02,-288
8012,2024-04-22 15:52:23.419+02,-321
8013,2024-04-22 15:52:23.423+02,-340
8014,2024-04-22 15:52:23.427+02,-331
8015,2024-04-22 15:52:23.431+02,-307
8016,2024-04-22 15:52:23.435+02,-289
8017,2024-04-22 15:52:23.439+02,-286
8018,2024-04-22 15:52:23.443+02,-276
8019,2024-04-22 15:52:23.447+02,-253
8020,2024-04-22 15:52:23.451+02,-196
8021,2024-04-22 15:52:23.455+02,-127
8022,2024-04-22 15:52:23.459+02,-106
8023,2024-04-22 15:52:23.463+02,-201
8024,2024-04-22 15:52:23.467+02,-439
8025,2024-04-22 15:52:23.471+02,-772
8026,2024-04-22 15:52:23.475+02,-1069
8027,2024-04-22 15:52:23.479+02,-1183
8028,2024-04-22 15:52:23.483+02,-1062
8029,2024-04-22 15:52:23.487+02,-802
8030,2024-04-22 15:52:23.491+02,-553
8031,2024-04-22 15:52:23.495+02,-408
8032,2024-04-22 15:52:23.499+02,-366
8033,2024-04-22 15:52:23.503+02,-358
8034,2024-04-22 15:52:23.507+02,-318
8035,2024-04-22 15:52:23.511+02,-253
8036,2024-04-22 15:52:23.515+02,-194
8037,2024-04-22 15:52:23.519+02,-167
8038,2024-04-22 15:52:23.523+02,-172
8039,2024-04-22 15:52:23.527+02,-192
8040,2024-04-22 15:52:23.531+02,-228
8041,2024-04-22 15:52:23.535+02,-263
8042,2024-04-22 15:52:23.539+02,-272
8043,2024-04-22 15:52:23.543+02,-271
8044,2024-04-22 15:52:23.547+02,-277
8045,2024-04-22 15:52:23.551+02,-304
8046,2024-04-22 15:52:23.555+02,-342
8047,2024-04-22 15:52:23.559+02,-344
8048,2024-04-22 15:52:23.563+02,-300
8049,2024-04-22 15:52:23.567+02,-257
8050,2024-04-22 15:52:23.571+02,-261
8051,2024-04-22 15:52:23.575+02,-298
8052,2024-04-22 15:52:23.579+02,-321
8053,2024-04-22 15:52:23.583+02,-290
8054,2024-04-22 15:52:23.587+02,-252
8055,2024-04-22 15:52:23.591+02,-253
8056,2024-04-22 15:52:23.595+02,-308
8057,2024-04-22 15:52:23.599+02,-376
8058,2024-04-22 15:52:23.603+02,-386
8059,2024-04-22 15:52:23.607+02,-325
8060,2024-04-22 15:52:23.611+02,-249
8061,2024-04-22 15:52:23.615+02,-220
8062,2024-04-22 15:52:23.619+02,-243
8063,2024-04-22 15:52:23.623+02,-290
8064,2024-04-22 15:52:23.627+02,-310
8065,2024-04-22 15:52:23.631+02,-295
8066,2024-04-22 15:52:23.635+02,-270
8067,2024-04-22 15:52:23.639+02,-252
8068,2024-04-22 15:52:23.643+02,-248
8069,2024-04-22 15:52:23.647+02,-248
8070,2024-04-22 15:52:23.651+02,-244
8071,2024-04-22 15:52:23.655+02,-256
8072,2024-04-22 15:52:23.659+02,-280
8073,2024-04-22 15:52:23.663+02,-293
8074,2024-04-22 15:52:23.667+02,-301
8075,2024-04-22 15:52:23.671+02,-294
8076,2024-04-22 15:52:23.675+02,-304
8077,2024-04-22 15:52:23.679+02,-325
8078,2024-04-22 15:52:23.683+02,-312
8079,2024-04-22 15:52:23.687+02,-270
8080,2024-04-22 15:52:23.691+02,-216
8081,2024-04-22 15:52:23.695+02,-184
8082,2024-04-22 15:52:23.699+02,-211
8083,2024-04-22 15:52:23.703+02,-276
8084,2024-04-22 15:52:23.707+02,-327
8085,2024-04-22 15:52:23.711+02,-357
8086,2024-04-22 15:52:23.715+02,-349
8087,2024-04-22 15:52:23.719+02,-335
8088,2024-04-22 15:52:23.723+02,-337
8089,2024-04-22 15:52:23.727+02,-341
8090,2024-04-22 15:52:23.731+02,-348
8091,2024-04-22 15:52:23.735+02,-332
8092,2024-04-22 15:52:23.739+02,-286
8093,2024-04-22 15:52:23.743+02,-239
8094,2024-04-22 15:52:23.747+02,-225
8095,2024-04-22 15:52:23.751+02,-242
8096,2024-04-22 15:52:23.755+02,-252
8097,2024-04-22 15:52:23.759+02,-243
8098,2024-04-22 15:52:23.763+02,-214
8099,2024-04-22 15:52:23.767+02,-183
8100,2024-04-22 15:52:23.771+02,-163
8101,2024-04-22 15:52:23.775+02,-148
8102,2024-04-22 15:52:23.779+02,-132
8103,2024-04-22 15:52:23.783+02,-123
8104,2024-04-22 15:52:23.787+02,-123
8105,2024-04-22 15:52:23.791+02,-134
8106,2024-04-22 15:52:23.795+02,-143
8107,2024-04-22 15:52:23.799+02,-140
8108,2024-04-22 15:52:23.803+02,-125
8109,2024-04-22 15:52:23.807+02,-106
8110,2024-04-22 15:52:23.811+02,-86
8111,2024-04-22 15:52:23.815+02,-71
8112,2024-04-22 15:52:23.819+02,-68
8113,2024-04-22 15:52:23.823+02,-72
8114,2024-04-22 15:52:23.827+02,-80
8115,2024-04-22 15:52:23.831+02,-105
8116,2024-04-22 15:52:23.835+02,-133
8117,2024-04-22 15:52:23.839+02,-149
8118,2024-04-22 15:52:23.843+02,-138
8119,2024-04-22 15:52:23.847+02,-114
8120,2024-04-22 15:52:23.851+02,-97
8121,2024-04-22 15:52:23.855+02,-94
8122,2024-04-22 15:52:23.859+02,-81
8123,2024-04-22 15:52:23.863+02,-64
8124,2024-04-22 15:52:23.867+02,-52
8125,2024-04-22 15:52:23.871+02,-68
8126,2024-04-22 15:52:23.875+02,-109
8127,2024-04-22 15:52:23.879+02,-145
8128,2024-04-22 15:52:23.883+02,-145
8129,2024-04-22 15:52:23.887+02,-117
8130,2024-04-22 15:52:23.891+02,-84
8131,2024-04-22 15:52:23.895+02,-69
8132,2024-04-22 15:52:23.899+02,-78
8133,2024-04-22 15:52:23.903+02,-85
8134,2024-04-22 15:52:23.907+02,-95
8135,2024-04-22 15:52:23.911+02,-112
8136,2024-04-22 15:52:23.915+02,-128
8137,2024-04-22 15:52:23.919+02,-128
8138,2024-04-22 15:52:23.923+02,-127
8139,2024-04-22 15:52:23.927+02,-133
8140,2024-04-22 15:52:23.931+02,-150
8141,2024-04-22 15:52:23.935+02,-154
8142,2024-04-22 15:52:23.939+02,-137
8143,2024-04-22 15:52:23.943+02,-108
8144,2024-04-22 15:52:23.947+02,-84
8145,2024-04-22 15:52:23.951+02,-86
8146,2024-04-22 15:52:23.955+02,-98
8147,2024-04-22 15:52:23.959+02,-102
8148,2024-04-22 15:52:23.963+02,-100
8149,2024-04-22 15:52:23.967+02,-103
8150,2024-04-22 15:52:23.971+02,-117
8151,2024-04-22 15:52:23.975+02,-127
8152,2024-04-22 15:52:23.979+02,-129
8153,2024-04-22 15:52:23.983+02,-132
8154,2024-04-22 15:52:23.987+02,-132
8155,2024-04-22 15:52:23.991+02,-125
8156,2024-04-22 15:52:23.995+02,-98
8157,2024-04-22 15:52:23.999+02,-65
8158,2024-04-22 15:52:24.003+02,-29
8159,2024-04-22 15:52:24.007+02,-1
8160,2024-04-22 15:52:24.011+02,18
8161,2024-04-22 15:52:24.015+02,23
8162,2024-04-22 15:52:24.019+02,-23
8163,2024-04-22 15:52:24.023+02,-177
8164,2024-04-22 15:52:24.027+02,-446
8165,2024-04-22 15:52:24.031+02,-749
8166,2024-04-22 15:52:24.035+02,-946
8167,2024-04-22 15:52:24.039+02,-932
8168,2024-04-22 15:52:24.043+02,-718
8169,2024-04-22 15:52:24.047+02,-434
8170,2024-04-22 15:52:24.051+02,-205
8171,2024-04-22 15:52:24.055+02,-91
8172,2024-04-22 15:52:24.059+02,-61
8173,2024-04-22 15:52:24.063+02,-22
8174,2024-04-22 15:52:24.067+02,25
8175,2024-04-22 15:52:24.071+02,-5
8176,2024-04-22 15:52:24.075+02,-48
8177,2024-04-22 15:52:24.079+02,74
8178,2024-04-22 15:52:24.083+02,424
8179,2024-04-22 15:52:24.087+02,821
8180,2024-04-22 15:52:24.091+02,1176
8181,2024-04-22 15:52:24.095+02,1430
8182,2024-04-22 15:52:24.099+02,1441
8183,2024-04-22 15:52:24.103+02,1256
8184,2024-04-22 15:52:24.107+02,1038
8185,2024-04-22 15:52:24.111+02,863
8186,2024-04-22 15:52:24.115+02,776
8187,2024-04-22 15:52:24.119+02,708
8188,2024-04-22 15:52:24.123+02,546
8189,2024-04-22 15:52:24.127+02,300
8190,2024-04-22 15:52:24.131+02,57
8191,2024-04-22 15:52:24.135+02,-13
8192,2024-04-22 15:52:24.139+02,78
8193,2024-04-22 15:52:24.143+02,105
8194,2024-04-22 15:52:24.147+02,76
8195,2024-04-22 15:52:24.151+02,85
8196,2024-04-22 15:52:24.155+02,90
8197,2024-04-22 15:52:24.159+02,91
8198,2024-04-22 15:52:24.163+02,77
8199,2024-04-22 15:52:24.167+02,59
8200,2024-04-22 15:52:24.171+02,50
8201,2024-04-22 15:52:24.175+02,70
8202,2024-04-22 15:52:24.179+02,101
8203,2024-04-22 15:52:24.183+02,123
8204,2024-04-22 15:52:24.187+02,137
8205,2024-04-22 15:52:24.191+02,152
8206,2024-04-22 15:52:24.195+02,159
8207,2024-04-22 15:52:24.199+02,177
8208,2024-04-22 15:52:24.203+02,181
8209,2024-04-22 15:52:24.207+02,154
8210,2024-04-22 15:52:24.211+02,105
8211,2024-04-22 15:52:24.215+02,60
8212,2024-04-22 15:52:24.219+02,45
8213,2024-04-22 15:52:24.223+02,51
8214,2024-04-22 15:52:24.227+02,58
8215,2024-04-22 15:52:24.231+02,47
8216,2024-04-22 15:52:24.235+02,24
8217,2024-04-22 15:52:24.239+02,3
8218,2024-04-22 15:52:24.243+02,-20
8219,2024-04-22 15:52:24.247+02,-54
8220,2024-04-22 15:52:24.251+02,-101
8221,2024-04-22 15:52:24.255+02,-148
8222,2024-04-22 15:52:24.259+02,-169
8223,2024-04-22 15:52:24.263+02,-161
8224,2024-04-22 15:52:24.267+02,-141
8225,2024-04-22 15:52:24.271+02,-130
8226,2024-04-22 15:52:24.275+02,-128
8227,2024-04-22 15:52:24.279+02,-113
8228,2024-04-22 15:52:24.283+02,-78
8229,2024-04-22 15:52:24.287+02,-58
8230,2024-04-22 15:52:24.291+02,-91
8231,2024-04-22 15:52:24.295+02,-168
8232,2024-04-22 15:52:24.299+02,-255
8233,2024-04-22 15:52:24.303+02,-296
8234,2024-04-22 15:52:24.307+02,-281
8235,2024-04-22 15:52:24.311+02,-236
8236,2024-04-22 15:52:24.315+02,-200
8237,2024-04-22 15:52:24.319+02,-205
8238,2024-04-22 15:52:24.323+02,-237
8239,2024-04-22 15:52:24.327+02,-274
8240,2024-04-22 15:52:24.331+02,-283
8241,2024-04-22 15:52:24.335+02,-252
8242,2024-04-22 15:52:24.339+02,-186
8243,2024-04-22 15:52:24.343+02,-125
8244,2024-04-22 15:52:24.347+02,-105
8245,2024-04-22 15:52:24.351+02,-129
8246,2024-04-22 15:52:24.355+02,-174
8247,2024-04-22 15:52:24.359+02,-211
8248,2024-04-22 15:52:24.363+02,-219
8249,2024-04-22 15:52:24.367+02,-200
8250,2024-04-22 15:52:24.371+02,-172
8251,2024-04-22 15:52:24.375+02,-158
8252,2024-04-22 15:52:24.379+02,-170
8253,2024-04-22 15:52:24.383+02,-191
8254,2024-04-22 15:52:24.387+02,-196
8255,2024-04-22 15:52:24.391+02,-171
8256,2024-04-22 15:52:24.395+02,-132
8257,2024-04-22 15:52:24.399+02,-104
8258,2024-04-22 15:52:24.403+02,-107
8259,2024-04-22 15:52:24.407+02,-126
8260,2024-04-22 15:52:24.411+02,-154
8261,2024-04-22 15:52:24.415+02,-174
8262,2024-04-22 15:52:24.419+02,-189
8263,2024-04-22 15:52:24.423+02,-190
8264,2024-04-22 15:52:24.427+02,-167
8265,2024-04-22 15:52:24.431+02,-138
8266,2024-04-22 15:52:24.435+02,-128
8267,2024-04-22 15:52:24.439+02,-141
8268,2024-04-22 15:52:24.443+02,-171
8269,2024-04-22 15:52:24.447+02,-187
8270,2024-04-22 15:52:24.451+02,-181
8271,2024-04-22 15:52:24.455+02,-170
8272,2024-04-22 15:52:24.459+02,-168
8273,2024-04-22 15:52:24.463+02,-185
8274,2024-04-22 15:52:24.467+02,-203
8275,2024-04-22 15:52:24.471+02,-201
8276,2024-04-22 15:52:24.475+02,-190
8277,2024-04-22 15:52:24.479+02,-201
8278,2024-04-22 15:52:24.483+02,-221
8279,2024-04-22 15:52:24.487+02,-233
8280,2024-04-22 15:52:24.491+02,-226
8281,2024-04-22 15:52:24.495+02,-195
8282,2024-04-22 15:52:24.499+02,-183
8283,2024-04-22 15:52:24.503+02,-188
8284,2024-04-22 15:52:24.507+02,-188
8285,2024-04-22 15:52:24.511+02,-165
8286,2024-04-22 15:52:24.515+02,-121
8287,2024-04-22 15:52:24.519+02,-78
8288,2024-04-22 15:52:25.143+02,9
8289,2024-04-22 15:52:25.147+02,120
8290,2024-04-22 15:52:25.151+02,131
8291,2024-04-22 15:52:25.155+02,105
8292,2024-04-22 15:52:25.159+02,93
8293,2024-04-22 15:52:25.163+02,115
8294,2024-04-22 15:52:25.167+02,150
8295,2024-04-22 15:52:25.171+02,185
8296,2024-04-22 15:52:25.175+02,204
8297,2024-04-22 15:52:25.179+02,206
8298,2024-04-22 15:52:25.183+02,193
8299,2024-04-22 15:52:25.187+02,169
8300,2024-04-22 15:52:25.191+02,147
8301,2024-04-22 15:52:25.195+02,134
8302,2024-04-22 15:52:25.199+02,145
8303,2024-04-22 15:52:25.203+02,169
8304,2024-04-22 15:52:25.207+02,185
8305,2024-04-22 15:52:25.211+02,189
8306,2024-04-22 15:52:25.215+02,187
8307,2024-04-22 15:52:25.219+02,185
8308,2024-04-22 15:52:25.223+02,186
8309,2024-04-22 15:52:25.227+02,182
8310,2024-04-22 15:52:25.231+02,144
8311,2024-04-22 15:52:25.235+02,104
8312,2024-04-22 15:52:25.239+02,89
8313,2024-04-22 15:52:25.243+02,104
8314,2024-04-22 15:52:25.247+02,135
8315,2024-04-22 15:52:25.251+02,140
8316,2024-04-22 15:52:25.255+02,120
8317,2024-04-22 15:52:25.259+02,105
8318,2024-04-22 15:52:25.263+02,111
8319,2024-04-22 15:52:25.267+02,134
8320,2024-04-22 15:52:25.271+02,143
8321,2024-04-22 15:52:25.275+02,125
8322,2024-04-22 15:52:25.279+02,100
8323,2024-04-22 15:52:25.283+02,91
8324,2024-04-22 15:52:25.287+02,93
8325,2024-04-22 15:52:25.291+02,103
8326,2024-04-22 15:52:25.295+02,107
8327,2024-04-22 15:52:25.299+02,109
8328,2024-04-22 15:52:25.303+02,105
8329,2024-04-22 15:52:25.307+02,83
8330,2024-04-22 15:52:25.311+02,43
8331,2024-04-22 15:52:25.315+02,10
8332,2024-04-22 15:52:25.319+02,20
8333,2024-04-22 15:52:25.323+02,69
8334,2024-04-22 15:52:25.327+02,116
8335,2024-04-22 15:52:25.331+02,110
8336,2024-04-22 15:52:25.335+02,52
8337,2024-04-22 15:52:25.339+02,-21
8338,2024-04-22 15:52:25.343+02,-60
8339,2024-04-22 15:52:25.347+02,-64
8340,2024-04-22 15:52:25.351+02,-69
8341,2024-04-22 15:52:25.355+02,-82
8342,2024-04-22 15:52:25.359+02,-83
8343,2024-04-22 15:52:25.363+02,-43
8344,2024-04-22 15:52:25.367+02,10
8345,2024-04-22 15:52:25.371+02,48
8346,2024-04-22 15:52:25.375+02,50
8347,2024-04-22 15:52:25.379+02,41
8348,2024-04-22 15:52:25.383+02,38
8349,2024-04-22 15:52:25.387+02,45
8350,2024-04-22 15:52:25.391+02,48
8351,2024-04-22 15:52:25.395+02,20
8352,2024-04-22 15:52:25.399+02,-19
8353,2024-04-22 15:52:25.403+02,-36
8354,2024-04-22 15:52:25.407+02,-28
8355,2024-04-22 15:52:25.411+02,4
8356,2024-04-22 15:52:25.415+02,29
8357,2024-04-22 15:52:25.419+02,43
8358,2024-04-22 15:52:25.423+02,59
8359,2024-04-22 15:52:25.427+02,92
8360,2024-04-22 15:52:25.431+02,120
8361,2024-04-22 15:52:25.435+02,127
8362,2024-04-22 15:52:25.439+02,105
8363,2024-04-22 15:52:25.443+02,105
8364,2024-04-22 15:52:25.447+02,135
8365,2024-04-22 15:52:25.451+02,185
8366,2024-04-22 15:52:25.455+02,202
8367,2024-04-22 15:52:25.459+02,160
8368,2024-04-22 15:52:25.463+02,93
8369,2024-04-22 15:52:25.467+02,66
8370,2024-04-22 15:52:25.471+02,79
8371,2024-04-22 15:52:25.475+02,102
8372,2024-04-22 15:52:25.479+02,106
8373,2024-04-22 15:52:25.483+02,80
8374,2024-04-22 15:52:25.487+02,55
8375,2024-04-22 15:52:25.491+02,42
8376,2024-04-22 15:52:25.495+02,52
8377,2024-04-22 15:52:25.499+02,85
8378,2024-04-22 15:52:25.503+02,122
8379,2024-04-22 15:52:25.507+02,129
8380,2024-04-22 15:52:25.511+02,120
8381,2024-04-22 15:52:25.515+02,88
8382,2024-04-22 15:52:25.519+02,55
8383,2024-04-22 15:52:25.523+02,43
8384,2024-04-22 15:52:25.527+02,52
8385,2024-04-22 15:52:25.531+02,65
8386,2024-04-22 15:52:25.535+02,64
8387,2024-04-22 15:52:25.539+02,32
8388,2024-04-22 15:52:25.543+02,-24
8389,2024-04-22 15:52:25.547+02,-66
8390,2024-04-22 15:52:25.551+02,-83
8391,2024-04-22 15:52:25.555+02,-80
8392,2024-04-22 15:52:25.559+02,-56
8393,2024-04-22 15:52:25.563+02,-31
8394,2024-04-22 15:52:25.567+02,-10
8395,2024-04-22 15:52:25.571+02,-13
8396,2024-04-22 15:52:25.575+02,-39
8397,2024-04-22 15:52:25.579+02,-77
8398,2024-04-22 15:52:25.583+02,-110
8399,2024-04-22 15:52:25.587+02,-125
8400,2024-04-22 15:52:25.591+02,-134
8401,2024-04-22 15:52:25.595+02,-138
8402,2024-04-22 15:52:25.599+02,-135
8403,2024-04-22 15:52:25.603+02,-129
8404,2024-04-22 15:52:25.607+02,-124
8405,2024-04-22 15:52:25.611+02,-141
8406,2024-04-22 15:52:25.615+02,-162
8407,2024-04-22 15:52:25.619+02,-138
8408,2024-04-22 15:52:25.623+02,-91
8409,2024-04-22 15:52:25.627+02,-45
8410,2024-04-22 15:52:25.631+02,-44
8411,2024-04-22 15:52:25.635+02,-129
8412,2024-04-22 15:52:25.639+02,-308
8413,2024-04-22 15:52:25.643+02,-589
8414,2024-04-22 15:52:25.647+02,-897
8415,2024-04-22 15:52:25.651+02,-1111
8416,2024-04-22 15:52:25.655+02,-1150
8417,2024-04-22 15:52:25.659+02,-984
8418,2024-04-22 15:52:25.663+02,-712
8419,2024-04-22 15:52:25.667+02,-473
8420,2024-04-22 15:52:25.671+02,-329
8421,2024-04-22 15:52:25.675+02,-267
8422,2024-04-22 15:52:25.679+02,-256
8423,2024-04-22 15:52:25.683+02,-269
8424,2024-04-22 15:52:25.687+02,-298
8425,2024-04-22 15:52:25.691+02,-312
8426,2024-04-22 15:52:25.695+02,-296
8427,2024-04-22 15:52:25.699+02,-269
8428,2024-04-22 15:52:25.703+02,-274
8429,2024-04-22 15:52:25.707+02,-323
8430,2024-04-22 15:52:25.711+02,-397
8431,2024-04-22 15:52:25.715+02,-469
8432,2024-04-22 15:52:25.719+02,-492
8433,2024-04-22 15:52:25.723+02,-460
8434,2024-04-22 15:52:25.727+02,-417
8435,2024-04-22 15:52:25.731+02,-408
8436,2024-04-22 15:52:25.735+02,-443
8437,2024-04-22 15:52:25.739+02,-489
8438,2024-04-22 15:52:25.743+02,-522
8439,2024-04-22 15:52:25.747+02,-542
8440,2024-04-22 15:52:25.751+02,-574
8441,2024-04-22 15:52:25.755+02,-617
8442,2024-04-22 15:52:25.759+02,-668
8443,2024-04-22 15:52:25.763+02,-686
8444,2024-04-22 15:52:25.767+02,-669
8445,2024-04-22 15:52:25.771+02,-665
8446,2024-04-22 15:52:25.775+02,-691
8447,2024-04-22 15:52:25.779+02,-725
8448,2024-04-22 15:52:25.783+02,-723
8449,2024-04-22 15:52:25.787+02,-675
8450,2024-04-22 15:52:25.791+02,-612
8451,2024-04-22 15:52:25.795+02,-601
8452,2024-04-22 15:52:25.799+02,-670
8453,2024-04-22 15:52:25.803+02,-779
8454,2024-04-22 15:52:25.807+02,-872
8455,2024-04-22 15:52:25.811+02,-879
8456,2024-04-22 15:52:25.815+02,-804
8457,2024-04-22 15:52:25.819+02,-723
8458,2024-04-22 15:52:25.823+02,-693
8459,2024-04-22 15:52:25.827+02,-758
8460,2024-04-22 15:52:25.831+02,-871
8461,2024-04-22 15:52:25.835+02,-954
8462,2024-04-22 15:52:25.839+02,-967
8463,2024-04-22 15:52:25.843+02,-906
8464,2024-04-22 15:52:25.847+02,-839
8465,2024-04-22 15:52:25.851+02,-841
8466,2024-04-22 15:52:25.855+02,-893
8467,2024-04-22 15:52:25.859+02,-910
8468,2024-04-22 15:52:25.863+02,-860
8469,2024-04-22 15:52:25.867+02,-764
8470,2024-04-22 15:52:25.871+02,-713
8471,2024-04-22 15:52:25.875+02,-752
8472,2024-04-22 15:52:25.879+02,-839
8473,2024-04-22 15:52:25.883+02,-899
8474,2024-04-22 15:52:25.887+02,-916
8475,2024-04-22 15:52:25.891+02,-899
8476,2024-04-22 15:52:25.895+02,-882
8477,2024-04-22 15:52:25.899+02,-871
8478,2024-04-22 15:52:25.903+02,-848
8479,2024-04-22 15:52:25.907+02,-807
8480,2024-04-22 15:52:25.911+02,-785
8481,2024-04-22 15:52:25.915+02,-794
8482,2024-04-22 15:52:25.919+02,-809
8483,2024-04-22 15:52:25.923+02,-791
8484,2024-04-22 15:52:25.927+02,-739
8485,2024-04-22 15:52:25.931+02,-685
8486,2024-04-22 15:52:25.935+02,-666
8487,2024-04-22 15:52:25.939+02,-687
8488,2024-04-22 15:52:25.943+02,-725
8489,2024-04-22 15:52:25.947+02,-744
8490,2024-04-22 15:52:25.951+02,-731
8491,2024-04-22 15:52:25.955+02,-701
8492,2024-04-22 15:52:25.959+02,-669
8493,2024-04-22 15:52:25.963+02,-646
8494,2024-04-22 15:52:25.967+02,-634
8495,2024-04-22 15:52:25.971+02,-625
8496,2024-04-22 15:52:25.975+02,-619
8497,2024-04-22 15:52:25.979+02,-601
8498,2024-04-22 15:52:25.983+02,-586
8499,2024-04-22 15:52:25.987+02,-582
8500,2024-04-22 15:52:25.991+02,-585
8501,2024-04-22 15:52:25.995+02,-577
8502,2024-04-22 15:52:25.999+02,-562
8503,2024-04-22 15:52:26.003+02,-539
8504,2024-04-22 15:52:26.007+02,-529
8505,2024-04-22 15:52:26.011+02,-536
8506,2024-04-22 15:52:26.015+02,-549
8507,2024-04-22 15:52:26.019+02,-572
8508,2024-04-22 15:52:26.023+02,-594
8509,2024-04-22 15:52:26.027+02,-593
8510,2024-04-22 15:52:26.031+02,-570
8511,2024-04-22 15:52:26.035+02,-527
8512,2024-04-22 15:52:26.039+02,-492
8513,2024-04-22 15:52:26.043+02,-499
8514,2024-04-22 15:52:26.047+02,-543
8515,2024-04-22 15:52:26.051+02,-580
8516,2024-04-22 15:52:26.055+02,-583
8517,2024-04-22 15:52:26.059+02,-557
8518,2024-04-22 15:52:26.063+02,-543
8519,2024-04-22 15:52:26.067+02,-558
8520,2024-04-22 15:52:26.071+02,-589
8521,2024-04-22 15:52:26.075+02,-623
8522,2024-04-22 15:52:26.079+02,-649
8523,2024-04-22 15:52:26.083+02,-669
8524,2024-04-22 15:52:26.087+02,-679
8525,2024-04-22 15:52:26.091+02,-677
8526,2024-04-22 15:52:26.095+02,-656
8527,2024-04-22 15:52:26.099+02,-627
8528,2024-04-22 15:52:26.103+02,-619
8529,2024-04-22 15:52:26.107+02,-639
8530,2024-04-22 15:52:26.111+02,-668
8531,2024-04-22 15:52:26.115+02,-700
8532,2024-04-22 15:52:26.119+02,-708
8533,2024-04-22 15:52:26.123+02,-696
8534,2024-04-22 15:52:26.127+02,-681
8535,2024-04-22 15:52:26.131+02,-679
8536,2024-04-22 15:52:26.135+02,-704
8537,2024-04-22 15:52:26.139+02,-745
8538,2024-04-22 15:52:26.143+02,-761
8539,2024-04-22 15:52:26.147+02,-752
8540,2024-04-22 15:52:26.151+02,-731
8541,2024-04-22 15:52:26.155+02,-710
8542,2024-04-22 15:52:26.159+02,-689
8543,2024-04-22 15:52:26.163+02,-664
8544,2024-04-22 15:52:26.167+02,-665
8545,2024-04-22 15:52:26.171+02,-745
8546,2024-04-22 15:52:26.175+02,-942
8547,2024-04-22 15:52:26.179+02,-1229
8548,2024-04-22 15:52:26.183+02,-1486
8549,2024-04-22 15:52:26.187+02,-1580
8550,2024-04-22 15:52:26.191+02,-1470
8551,2024-04-22 15:52:26.195+02,-1228
8552,2024-04-22 15:52:26.199+02,-985
8553,2024-04-22 15:52:26.203+02,-807
8554,2024-04-22 15:52:26.207+02,-709
8555,2024-04-22 15:52:26.211+02,-661
8556,2024-04-22 15:52:26.215+02,-633
8557,2024-04-22 15:52:26.219+02,-620
8558,2024-04-22 15:52:26.223+02,-621
8559,2024-04-22 15:52:26.227+02,-605
8560,2024-04-22 15:52:26.231+02,-577
8561,2024-04-22 15:52:26.235+02,-549
8562,2024-04-22 15:52:26.239+02,-536
8563,2024-04-22 15:52:26.243+02,-534
8564,2024-04-22 15:52:26.247+02,-535
8565,2024-04-22 15:52:26.251+02,-533
8566,2024-04-22 15:52:26.255+02,-522
8567,2024-04-22 15:52:26.259+02,-506
8568,2024-04-22 15:52:26.263+02,-486
8569,2024-04-22 15:52:26.267+02,-475
8570,2024-04-22 15:52:26.271+02,-475
8571,2024-04-22 15:52:26.275+02,-483
8572,2024-04-22 15:52:26.279+02,-480
8573,2024-04-22 15:52:26.283+02,-465
8574,2024-04-22 15:52:26.287+02,-453
8575,2024-04-22 15:52:26.291+02,-444
8576,2024-04-22 15:52:26.295+02,-440
8577,2024-04-22 15:52:26.299+02,-443
8578,2024-04-22 15:52:26.303+02,-444
8579,2024-04-22 15:52:26.307+02,-436
8580,2024-04-22 15:52:26.311+02,-434
8581,2024-04-22 15:52:26.315+02,-452
8582,2024-04-22 15:52:26.319+02,-457
8583,2024-04-22 15:52:26.323+02,-413
8584,2024-04-22 15:52:26.327+02,-327
8585,2024-04-22 15:52:26.331+02,-247
8586,2024-04-22 15:52:26.335+02,-235
8587,2024-04-22 15:52:26.339+02,-284
8588,2024-04-22 15:52:26.343+02,-350
8589,2024-04-22 15:52:26.347+02,-370
8590,2024-04-22 15:52:26.351+02,-340
8591,2024-04-22 15:52:26.355+02,-312
8592,2024-04-22 15:52:26.359+02,-324
8593,2024-04-22 15:52:26.363+02,-348
8594,2024-04-22 15:52:26.367+02,-365
8595,2024-04-22 15:52:26.371+02,-366
8596,2024-04-22 15:52:26.375+02,-344
8597,2024-04-22 15:52:26.379+02,-307
8598,2024-04-22 15:52:26.383+02,-275
8599,2024-04-22 15:52:26.387+02,-261
8600,2024-04-22 15:52:26.391+02,-261
8601,2024-04-22 15:52:26.395+02,-265
8602,2024-04-22 15:52:26.399+02,-269
8603,2024-04-22 15:52:26.403+02,-271
8604,2024-04-22 15:52:26.407+02,-266
